input file;carbon, runtime [s];carbon, exit condition;carbon, timeout;silicon, runtime [s];silicon, exit condition;silicon, timeout;silicon_timeout, runtime [s];silicon_timeout, exit condition;silicon_timeout, timeout
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.2759106469984545;0;False;0.6659415670001181;0;False;0.6663636590001261;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.2734307009995973;0;False;0.7171561870000005;0;False;0.616289372999745;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.2730718439997872;0;False;0.7170406929999444;0;False;0.666885775000992;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.2739805589990283;0;False;0.6191481850000855;0;False;0.6204822859999695;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.2352708430007624;0;False;0.7673231390017463;0;False;0.7164751549989887;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.222272109998812;0;False;0.6660572849996242;0;False;0.7167813640007807;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.2717088809986308;0;False;0.7174578519989154;0;False;0.8175468980007281;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.2220500679995894;0;False;0.6172149539997918;0;False;0.6660040089991526;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.3232206540014886;0;False;0.6157361719997425;0;False;0.6159937280008307;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_enc.sil;3.276355162000982;0;False;0.6163296240010823;0;False;0.6168862359991181;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.52751678399909;0;False;5.427791190000789;0;False;5.531060259001606;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.32751597800052;0;False;4.575235434000206;0;False;4.525630902999183;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.2322731189997285;0;False;4.575466887999937;0;False;4.5762455869989935;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.176094966000164;0;False;4.626370378000502;0;False;4.526506283000344;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.126037422000081;0;False;4.525787357999434;0;False;4.529055159000563;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.126014649998979;0;False;4.525208270000803;0;False;4.525846222000837;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.1271180949988775;0;False;4.532415263000075;0;False;4.434738125999502;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.125556823999432;0;False;4.47627527899931;0;False;4.324438580000788;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.075973110000632;0;False;4.42552820399942;0;False;4.325569278998955;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.5903242849999515;0;False;4.477764914001455;0;False;4.326223700001719;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.576759907000451;0;False;4.67773335000129;0;False;4.2749417679988255;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.626752135000061;0;False;4.536138902998573;0;False;4.525742175999767;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.0757780889998685;0;False;4.5788475459994515;0;False;4.425854790999438;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.579601626001022;0;False;4.475834401000611;0;False;4.474697818001005;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.127074218000416;0;False;4.526140217998545;0;False;4.433536517000903;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.128285243999926;0;False;4.476259839999329;0;False;4.379533219000223;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.126850336000643;0;False;4.375756123001338;0;False;4.392335776999971;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.075221350998618;0;False;4.481069143999775;0;False;4.275338336999994;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.080245755998476;0;False;4.475581848999354;0;False;4.526115046000996;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arps_enc.sil;4.63121933200091;0;False;4.3254914749995805;0;False;4.379268641998351;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.683549886000037;0;False;7.431603013000313;1;False;34.29545887099994;1;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.2817287389998455;0;False;4.124916597000265;1;False;20.91367495800023;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.333215655999993;0;False;2.6211879129996305;1;False;17.254601659999935;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_arp_enc.sil;7.181372134000412;0;False;2.5700548249997155;1;False;36.652454393999506;0;False
