input file;carbon, runtime [s];carbon, exit condition;carbon, timeout;silicon, runtime [s];silicon, exit condition;silicon, timeout
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;4.380585420998614;0;False;1.819008214999485;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.681504120999307;0;False;1.4709930089993577;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.575232111999867;0;False;1.2178437309994479;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.5754395619987918;0;False;1.2172278010002628;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.525531310000588;0;False;1.1174253469998803;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4740251900002477;0;False;1.067125664998457;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4747202549988288;0;False;1.2171483090005495;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4252980620003655;0;False;1.1682872299988958;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.424045167999793;0;False;1.1173059640004794;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.930933094001375;0;False;1.017836998000348;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.9281018239998957;0;False;1.0169361739990563;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.927007615000548;0;False;1.1684914699999354;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4264932359983504;0;False;1.0686676969999098;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4252826829997503;0;False;1.0678700220014434;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.42716904199915;0;False;1.0175866059998953;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4243651450015022;0;False;1.0674627120006335;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4242935699985537;0;False;1.117136537000988;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4255385380001826;0;False;1.0176603870004328;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4293691370003216;0;False;1.0181278069994733;0;False
../arp-plugin/performance/test_fast/predicates1_arp_enc.sil;3.4258217660008086;0;False;1.0174174359999597;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;4.329267319000792;0;False;0.9672665239995695;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.6759586629996193;0;False;0.7175298749989452;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.624974423999447;0;False;0.6169136629996501;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;4.077390100999764;0;False;0.5169925339996553;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.976547672000379;0;False;0.4657007580008212;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.528795659000025;0;False;0.5166904810012056;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.977307570999983;0;False;0.41552701799992064;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.429024147999371;0;False;0.4655442109997239;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.876190331999169;0;False;0.4160832340003253;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.9262704599987046;0;False;0.41612781600088056;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.4256925720001163;0;False;0.4167212060001475;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.425514046999524;0;False;0.3659140479994676;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.425089657999706;0;False;0.46606638400044176;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.4256196019996423;0;False;0.36556353900050453;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.92811867599994;0;False;0.4162711480003054;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.424334129998897;0;False;0.3654574939992017;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.9268893730004493;0;False;0.4161455149987887;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.425335892001385;0;False;0.3683644249995268;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.374888168000325;0;False;0.366389998998784;0;False
../arp-plugin/performance/test_fast/predicates1_enc.sil;3.9260487779993127;0;False;0.3661221080001269;0;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;21.41405755699998;0;False;2.8253786410004977;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;36.4082790070006;0;False;1.82197878199986;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;25.727247906999764;0;False;1.1687609770015115;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;25.77444258200012;0;False;1.0676525740000216;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;23.319279945000744;0;False;1.0681793089988787;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;29.084703681000974;0;False;1.070739140999649;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;34.54862374100048;0;False;1.0169101739993494;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;24.62234296799943;0;False;1.06838550700013;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;18.862555020999935;0;False;1.0172176310006762;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;19.762077755000064;0;False;1.5702518069992948;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;24.731614025000454;0;False;1.818703375000041;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;32.19291224300105;0;False;1.57074190899948;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;13.198085825000817;0;False;0.9665481070005626;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;16.354679154999758;0;False;0.9667578160006087;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;32.08877422600017;0;False;3.0222986939988914;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;17.556032123999103;0;False;1.769841573001031;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;24.723131959000966;0;False;0.9678139829993597;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;12.494323124999937;0;False;1.4679318190010235;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;25.125203514000532;0;False;1.6747560860003432;1;False
../arp-plugin/performance/test_fast/sum1_arp_enc.sil;14.000525882000147;0;False;0.9164594320009201;1;False
../arp-plugin/performance/test_fast/fields1_enc.sil;9.34545739100031;0;False;1.2172015309988637;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;9.087625108000793;0;False;0.8166396430005989;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;9.136635164999461;0;False;0.7665369339993049;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.985190367000541;0;False;0.5664391789996444;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.935670499999105;0;False;0.6167053760000272;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.985367661000055;0;False;0.6163219589998334;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.985440712000127;0;False;0.6160018289992877;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.834636582998428;0;False;0.5155445100008365;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.88523891099976;0;False;0.5656993130014598;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.785525589999452;0;False;0.5168146199994226;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.884537318001094;0;False;0.6156355080001958;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.833981083998879;0;False;0.5160288569986733;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.786812152000493;0;False;0.5167914480007312;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.835414200000741;0;False;0.5158678139996482;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.887089345000277;0;False;0.46843965699918044;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.886506030999954;0;False;0.5156345070008683;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.88446508099878;0;False;0.5169373439985065;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.734185351000633;0;False;0.515969539001162;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.785031256998991;0;False;0.4663745239995478;0;False
../arp-plugin/performance/test_fast/fields1_enc.sil;8.936494320998463;0;False;0.46717706200070097;0;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;5.228021188000639;1;False;1.369644653999785;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.7334872350002115;1;False;0.9672263419997762;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.979029991000061;1;False;0.767168333999507;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.827669561000221;1;False;0.7164431959990907;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.427597032999984;1;False;0.6659981630000402;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.326906979000341;1;False;0.7162443079996592;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.778564344998813;1;False;0.6665282449994265;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.276250079999954;1;False;0.669741673000317;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.226296321998234;1;False;0.6177140239997243;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.2258429159992374;1;False;0.6673679750001611;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.72811109399845;1;False;0.6673038549997727;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.77929579999909;1;False;0.666777672000535;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.226548249000189;1;False;0.5660988130002806;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.729105473001255;1;False;0.61608622499989;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;5.230079470000419;1;False;0.6170713409992459;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.228500614999575;1;False;0.6161735019995831;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.225222753999333;1;False;0.6187376639991271;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.7273720869998215;1;False;0.5665430539993395;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.729348749000565;1;False;0.5693488910001179;1;False
../arp-plugin/performance/test_fast/quantifiers1_arp_enc.sil;4.729618490999201;1;False;0.566486399000496;1;False
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.426567406999311;0;False;120.0029760439993;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.32740449999983;0;False;120.00322360099926;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.177888541000357;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.081714764000935;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.5274459200009005;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.025839092000751;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.477910849000182;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.527222356000493;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.478225400000156;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;3.9760915730003035;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;3.975866760001736;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.47747481999977;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.4796141810002155;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;3.9754543830003968;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;3.976434940999752;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;3.9279105639998306;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;3.9856499080015055;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;3.9777121639999677;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.4781336989999545;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/quantifiers1_arps_enc.sil;4.426541112999985;0;False;120.00425843700032;-1;True
../arp-plugin/performance/test_fast/predicates1_arps_enc.sil;4.629110729001695;0;False;0.6178064759988047;0;False
../arp-plugin/performance/test_fast/predicates1_arps_enc.sil;4.028142922999905;0;False;0.46669539700087626;0;False
