input file;arp_carbon, runtime [s];arp_carbon, exit condition;arp_carbon, timeout;arp_silicon, runtime [s];arp_silicon, exit condition;arp_silicon, timeout;carbon, runtime [s];carbon, exit condition;carbon, timeout;silicon, runtime [s];silicon, exit condition;silicon, timeout
../silver/src/test/resources/all/basic/welldef.sil;3.7246052850000524;1;False;0.7189340059999267;1;False;3.374907267000026;1;False;0.31547256099997867;1;False
../silver/src/test/resources/all/basic/welldef.sil;4.076411407000023;1;False;0.5664203369999541;1;False;3.3243569730000218;1;False;0.31935006499998053;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.624965627000165;1;False;0.4660306519999722;1;False;3.2818611249999776;1;False;0.2673428479999984;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.5288555800000267;1;False;0.46618085499994777;1;False;3.7831653460000325;1;False;0.26570710800001507;1;False
../silver/src/test/resources/all/basic/welldef.sil;4.029599001999941;1;False;0.4177590839999539;1;False;3.273140192000028;1;False;0.21616294099999322;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.926218494000068;1;False;0.4158797500001583;1;False;4.278886394999972;1;False;0.2676411019999705;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.424533411999846;1;False;0.3661756429999059;1;False;3.2293831649999447;1;False;0.2661087789999783;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.525485334999985;1;False;0.41555720200017277;1;False;3.2740010819998133;1;False;0.21495574899995518;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.926835170000004;1;False;0.3154164510001465;1;False;3.2728089879999516;1;False;0.26498602800006665;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.8781197119999433;1;False;0.3665620609999678;1;False;3.7763356250000015;1;False;0.21515168800010542;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.8771321950000583;1;False;0.31566162300009637;1;False;3.2756587609999315;1;False;0.16469521900012296;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.8344575409998924;1;False;0.3162938170000871;1;False;3.278576216999909;1;False;0.21501162000004115;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.877282707999939;1;False;0.26822059599999193;1;False;3.2241282479999427;1;False;0.2151324179999392;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.3249010749998433;1;False;0.31517902699988554;1;False;3.7766250759998456;1;False;0.1672959009999886;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.826207562000036;1;False;0.2660239710000951;1;False;3.729433821999919;1;False;0.16604351999990286;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.8322314140000344;1;False;0.31807804599998235;1;False;3.2236087509998015;1;False;0.215252300000202;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.834080130000075;1;False;0.3156450449998829;1;False;3.223523987999897;1;False;0.16513661399994817;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.323450046999824;1;False;0.26526122900008886;1;False;3.2242397279999295;1;False;0.16576693900015016;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.8263644799999383;1;False;0.31668023400015954;1;False;3.230229007999924;1;False;0.1654183489999923;1;False
../silver/src/test/resources/all/basic/welldef.sil;3.3234817070001554;1;False;0.3158595120000882;1;False;3.224971159000006;1;False;0.21636845600005472;1;False
../silver/src/test/resources/all/basic/assert.sil;4.227061721000155;0;False;0.6167931120003232;0;False;1.0672449139997298;0;False;0.3193767360003221;0;False
../silver/src/test/resources/all/basic/assert.sil;4.531547754999792;0;False;0.46769775499979005;0;False;1.1183267759997761;0;False;0.26594324500001676;0;False
../silver/src/test/resources/all/basic/assert.sil;4.429148879999957;0;False;0.41983992400037096;0;False;1.0678149059999669;0;False;0.21492407999994612;0;False
../silver/src/test/resources/all/basic/assert.sil;3.880920712000261;0;False;0.4666177379999681;0;False;1.0683073630002582;0;False;0.21727291800016246;0;False
../silver/src/test/resources/all/basic/assert.sil;3.878169803000219;0;False;0.368530988999737;0;False;1.067106160000094;0;False;0.21554232600010437;0;False
../silver/src/test/resources/all/basic/assert.sil;3.424027185000341;0;False;0.36575313900038964;0;False;1.0681724030000623;0;False;0.26519028900020203;0;False
../silver/src/test/resources/all/basic/assert.sil;3.878819440999905;0;False;0.26499501700027395;0;False;1.067901799000083;0;False;0.21685526400005983;0;False
../silver/src/test/resources/all/basic/assert.sil;3.876405499000157;0;False;0.36917944099968736;0;False;1.0684879619998355;0;False;0.2169364559999849;0;False
../silver/src/test/resources/all/basic/assert.sil;3.825951762999921;0;False;0.26543195400017794;0;False;1.0671645060001538;0;False;0.21576208200031033;0;False
../silver/src/test/resources/all/basic/assert.sil;4.328223027000149;0;False;0.31584086200018646;0;False;1.0177417730001252;0;False;0.16520807799997783;0;False
../silver/src/test/resources/all/basic/assert.sil;3.82582385600017;0;False;0.31561538799996924;0;False;1.0169260389998271;0;False;0.2156437830003597;0;False
../silver/src/test/resources/all/basic/assert.sil;3.8275245099998756;0;False;0.31553014300016;0;False;1.06851958299967;0;False;0.1647855870000967;0;False
../silver/src/test/resources/all/basic/assert.sil;3.8275008589998833;0;False;0.2657654750000802;0;False;1.117826476999653;0;False;0.16770190099987303;0;False
../silver/src/test/resources/all/basic/assert.sil;3.82555050100018;0;False;0.2657638370001223;0;False;1.0173751680003988;0;False;0.2150872359998175;0;False
../silver/src/test/resources/all/basic/assert.sil;3.832178218000081;0;False;0.31670031699968604;0;False;1.0248163239998576;0;False;0.1656523090000519;0;False
../silver/src/test/resources/all/basic/assert.sil;3.8276848330006032;0;False;0.2653208890001224;0;False;1.0197365010003523;0;False;0.16677322299983643;0;False
../silver/src/test/resources/all/basic/assert.sil;3.825533825000093;0;False;0.26591704700012997;0;False;1.0191658399999142;0;False;0.21588243299993337;0;False
../silver/src/test/resources/all/basic/assert.sil;4.329855581000629;0;False;0.2649958360002529;0;False;1.0175329559997408;0;False;0.16552988100011135;0;False
../silver/src/test/resources/all/basic/assert.sil;3.775737578999724;0;False;0.26585952200002794;0;False;1.0176431429999866;0;False;0.16528844300000856;0;False
../silver/src/test/resources/all/basic/assert.sil;3.8285638949992062;0;False;0.26661841999975877;0;False;1.017002075000164;0;False;0.1658139820001452;0;False
../silver/src/test/resources/all/basic/fresh.sil;4.126232367999819;1;False;1.0690982959999928;1;False;4.028512835000129;1;False;0.5667836130000978;1;False
../silver/src/test/resources/all/basic/fresh.sil;4.277104793000035;1;False;0.6679784919997473;1;False;3.4250779969997893;1;False;0.41570583400016403;1;False
../silver/src/test/resources/all/basic/fresh.sil;4.077163146999737;1;False;0.5738442599999871;1;False;3.9249476540003343;1;False;0.36801679399968634;1;False
../silver/src/test/resources/all/basic/fresh.sil;3.5238665599999877;1;False;0.6163786560000517;1;False;3.8770147440000073;1;False;0.3671487179999531;1;False
